id,employee_id,exit_date,department,reason,regretted
ext_0199,emp_0083,2025-08-07,people_ops,relocation,True
ext_0200,emp_0231,2025-08-07,finance,career_change,False
ext_0201,emp_0278,2025-08-07,engineering,better_offer,False
ext_0202,emp_0327,2025-08-07,marketing,return_to_school,False
ext_0203,emp_0010,2025-08-08,engineering,career_change,False
ext_0204,emp_0318,2025-08-08,engineering,return_to_school,False
ext_0205,emp_0033,2025-08-08,people_ops,retirement,False
ext_0206,emp_0199,2025-08-08,sales,return_to_school,False
ext_0207,emp_0255,2025-08-08,support,relocation,False
ext_0208,emp_0166,2025-08-09,engineering,career_change,False
ext_0209,emp_0057,2025-08-09,finance,return_to_school,False
ext_0210,emp_0035,2025-08-09,finance,relocation,True
ext_0211,emp_0092,2025-08-09,finance,relocation,False
ext_0212,emp_0055,2025-08-09,engineering,better_offer,False
ext_0213,emp_0017,2025-08-09,marketing,performance,False
ext_0214,emp_0270,2025-08-10,marketing,retirement,False
ext_0215,emp_0132,2025-08-10,engineering,relocation,True
ext_0216,emp_0311,2025-08-10,marketing,better_offer,False
ext_0217,emp_0107,2025-08-10,people_ops,better_offer,False
ext_0218,emp_0240,2025-08-10,people_ops,better_offer,False
ext_0219,emp_0185,2025-08-10,people_ops,performance,False
ext_0220,emp_0189,2025-08-10,support,better_offer,False
ext_0221,emp_0271,2025-08-11,support,better_offer,True
ext_0222,emp_0156,2025-08-11,people_ops,relocation,True
ext_0223,emp_0266,2025-08-11,sales,return_to_school,False
ext_0224,emp_0119,2025-08-11,marketing,relocation,False
ext_0225,emp_0099,2025-08-11,marketing,relocation,False
ext_0226,emp_0292,2025-08-11,engineering,relocation,False
ext_0227,emp_0055,2025-08-12,engineering,retirement,False
ext_0228,emp_0184,2025-08-12,people_ops,return_to_school,False
ext_0229,emp_0341,2025-08-12,marketing,better_offer,False
ext_0230,emp_0086,2025-08-12,marketing,retirement,False
ext_0231,emp_0206,2025-08-12,marketing,return_to_school,False
ext_0232,emp_0081,2025-08-12,support,retirement,False
ext_0233,emp_0227,2025-08-12,finance,career_change,False
ext_0234,emp_0191,2025-08-13,engineering,return_to_school,False
ext_0235,emp_0221,2025-08-13,finance,career_change,False
ext_0236,emp_0312,2025-08-13,sales,retirement,False
ext_0237,emp_0110,2025-08-13,people_ops,retirement,False
ext_0238,emp_0131,2025-08-13,marketing,performance,False
ext_0239,emp_0230,2025-08-13,support,better_offer,False
ext_0240,emp_0146,2025-08-14,people_ops,retirement,False
ext_0241,emp_0070,2025-08-14,support,career_change,False
ext_0242,emp_0004,2025-08-14,sales,relocation,False
ext_0243,emp_0110,2025-08-14,people_ops,better_offer,False
ext_0244,emp_0284,2025-08-15,finance,retirement,False
ext_0245,emp_0293,2025-08-15,support,better_offer,False
ext_0246,emp_0236,2025-08-15,engineering,relocation,False
ext_0247,emp_0136,2025-08-15,support,retirement,False
ext_0248,emp_0128,2025-08-15,support,career_change,False
ext_0249,emp_0048,2025-08-15,people_ops,retirement,False
ext_0250,emp_0040,2025-08-16,people_ops,performance,False
ext_0251,emp_0089,2025-08-16,sales,return_to_school,False
ext_0252,emp_0296,2025-08-16,people_ops,better_offer,False
ext_0253,emp_0305,2025-08-16,people_ops,better_offer,False
ext_0254,emp_0296,2025-08-16,people_ops,better_offer,False
ext_0255,emp_0179,2025-08-17,marketing,performance,False
ext_0256,emp_0214,2025-08-17,support,better_offer,False
ext_0257,emp_0117,2025-08-17,engineering,retirement,False
ext_0258,emp_0006,2025-08-17,marketing,return_to_school,False
ext_0259,emp_0196,2025-08-17,marketing,retirement,True
ext_0260,emp_0022,2025-08-17,marketing,retirement,False
ext_0261,emp_0168,2025-08-18,people_ops,relocation,False
ext_0262,emp_0079,2025-08-18,finance,return_to_school,True
ext_0263,emp_0202,2025-08-18,sales,retirement,False
ext_0264,emp_0295,2025-08-18,marketing,relocation,False
ext_0265,emp_0222,2025-08-18,finance,performance,False
ext_0266,emp_0068,2025-08-19,people_ops,performance,False
ext_0267,emp_0293,2025-08-19,support,retirement,False
ext_0268,emp_0205,2025-08-19,support,performance,False
ext_0269,emp_0257,2025-08-19,support,return_to_school,False
ext_0270,emp_0067,2025-08-19,sales,performance,False
ext_0271,emp_0250,2025-08-20,finance,retirement,False
ext_0272,emp_0101,2025-08-20,finance,return_to_school,False
ext_0273,emp_0269,2025-08-20,engineering,better_offer,False
ext_0274,emp_0137,2025-08-20,people_ops,career_change,False
ext_0275,emp_0295,2025-08-20,marketing,return_to_school,False
ext_0276,emp_0217,2025-08-21,sales,relocation,False
ext_0277,emp_0165,2025-08-21,support,return_to_school,False
ext_0278,emp_0013,2025-08-21,people_ops,relocation,False
ext_0279,emp_0180,2025-08-21,sales,performance,False
ext_0280,emp_0320,2025-08-21,sales,better_offer,False
ext_0281,emp_0120,2025-08-21,people_ops,career_change,False
ext_0282,emp_0080,2025-08-21,finance,better_offer,False
ext_0283,emp_0028,2025-08-22,finance,retirement,False
ext_0284,emp_0076,2025-08-22,finance,career_change,False
ext_0285,emp_0008,2025-08-22,sales,better_offer,False
ext_0286,emp_0157,2025-08-22,engineering,better_offer,False
ext_0287,emp_0108,2025-08-23,sales,relocation,False
ext_0288,emp_0105,2025-08-23,engineering,career_change,False
ext_0289,emp_0281,2025-08-23,finance,return_to_school,False
ext_0290,emp_0073,2025-08-23,finance,return_to_school,False
ext_0291,emp_0010,2025-08-23,engineering,return_to_school,False
ext_0292,emp_0270,2025-08-23,marketing,relocation,True
ext_0293,emp_0146,2025-08-24,people_ops,return_to_school,False
ext_0294,emp_0317,2025-08-24,people_ops,performance,False
ext_0295,emp_0336,2025-08-24,sales,better_offer,False
ext_0296,emp_0199,2025-08-24,sales,return_to_school,False
ext_0297,emp_0056,2025-08-25,support,return_to_school,True
ext_0298,emp_0198,2025-08-25,people_ops,performance,False
ext_0299,emp_0261,2025-08-25,sales,better_offer,False
ext_0300,emp_0162,2025-08-25,finance,retirement,False
ext_0301,emp_0273,2025-08-25,engineering,relocation,False
ext_0302,emp_0257,2025-08-25,support,retirement,False
ext_0303,emp_0021,2025-08-26,marketing,retirement,False
ext_0304,emp_0157,2025-08-26,engineering,performance,False
ext_0305,emp_0081,2025-08-26,support,return_to_school,True
ext_0306,emp_0181,2025-08-26,engineering,career_change,False
ext_0307,emp_0257,2025-08-27,support,better_offer,False
ext_0308,emp_0321,2025-08-27,marketing,performance,False
ext_0309,emp_0016,2025-08-27,people_ops,career_change,False
ext_0310,emp_0116,2025-08-27,marketing,performance,False
ext_0311,emp_0337,2025-08-27,finance,return_to_school,False
ext_0312,emp_0267,2025-08-28,marketing,retirement,False
ext_0313,emp_0321,2025-08-28,marketing,performance,False
ext_0314,emp_0124,2025-08-28,finance,performance,False
ext_0315,emp_0160,2025-08-28,finance,career_change,False
ext_0316,emp_0230,2025-08-28,support,relocation,False
ext_0317,emp_0335,2025-08-28,finance,retirement,False
ext_0318,emp_0104,2025-08-28,support,career_change,False
ext_0319,emp_0221,2025-08-29,finance,relocation,False
ext_0320,emp_0336,2025-08-29,sales,relocation,False
ext_0321,emp_0163,2025-08-29,support,retirement,True
ext_0322,emp_0061,2025-08-29,people_ops,relocation,False
ext_0323,emp_0016,2025-08-29,people_ops,performance,False
ext_0324,emp_0156,2025-08-30,people_ops,return_to_school,False
ext_0325,emp_0141,2025-08-30,engineering,relocation,False
ext_0326,emp_0055,2025-08-30,engineering,better_offer,False
ext_0327,emp_0314,2025-08-30,support,retirement,False
ext_0328,emp_0291,2025-08-30,sales,retirement,False
ext_0329,emp_0119,2025-08-30,marketing,better_offer,False
ext_0330,emp_0184,2025-08-30,people_ops,performance,True
ext_0331,emp_0258,2025-08-31,finance,performance,False
ext_0332,emp_0333,2025-08-31,finance,performance,False
ext_0333,emp_0252,2025-08-31,people_ops,relocation,False
ext_0334,emp_0099,2025-08-31,marketing,performance,False
ext_0335,emp_0008,2025-08-31,sales,performance,False
ext_0336,emp_0344,2025-09-01,engineering,relocation,False
ext_0337,emp_0034,2025-09-01,engineering,performance,False
ext_0338,emp_0316,2025-09-01,finance,career_change,False
ext_0339,emp_0235,2025-09-01,engineering,performance,False
ext_0340,emp_0208,2025-09-01,marketing,retirement,False
ext_0341,emp_0161,2025-09-02,finance,return_to_school,False
ext_0342,emp_0293,2025-09-02,support,retirement,False
ext_0343,emp_0329,2025-09-02,support,better_offer,False
ext_0344,emp_0267,2025-09-02,marketing,performance,False
ext_0345,emp_0022,2025-09-02,marketing,relocation,False
ext_0346,emp_0266,2025-09-02,sales,return_to_school,False
ext_0347,emp_0021,2025-09-02,marketing,retirement,False
ext_0348,emp_0098,2025-09-03,marketing,performance,False
ext_0349,emp_0156,2025-09-03,people_ops,career_change,False
ext_0350,emp_0237,2025-09-03,support,career_change,False
ext_0351,emp_0314,2025-09-03,support,return_to_school,False
ext_0352,emp_0238,2025-09-04,marketing,performance,False
ext_0353,emp_0047,2025-09-04,sales,better_offer,False
ext_0354,emp_0093,2025-09-04,people_ops,return_to_school,False
ext_0355,emp_0280,2025-09-04,finance,performance,False
ext_0356,emp_0166,2025-09-04,engineering,relocation,False
ext_0357,emp_0303,2025-09-05,finance,relocation,False
ext_0358,emp_0233,2025-09-05,support,career_change,False
ext_0359,emp_0333,2025-09-05,finance,relocation,False
ext_0360,emp_0064,2025-09-05,finance,return_to_school,False
ext_0361,emp_0231,2025-09-05,finance,better_offer,False
ext_0362,emp_0269,2025-09-05,engineering,return_to_school,False
ext_0363,emp_0262,2025-09-05,engineering,relocation,False
ext_0364,emp_0282,2025-09-06,finance,relocation,False
ext_0365,emp_0172,2025-09-06,engineering,return_to_school,False
ext_0366,emp_0077,2025-09-06,people_ops,relocation,False
ext_0367,emp_0092,2025-09-06,finance,better_offer,False
ext_0368,emp_0215,2025-09-06,marketing,return_to_school,False
ext_0369,emp_0229,2025-09-06,finance,relocation,False
ext_0370,emp_0061,2025-09-06,people_ops,relocation,False
ext_0371,emp_0319,2025-09-07,finance,better_offer,False
ext_0372,emp_0235,2025-09-07,engineering,performance,False
ext_0373,emp_0279,2025-09-07,finance,retirement,False
ext_0374,emp_0253,2025-09-07,finance,retirement,False
ext_0375,emp_0233,2025-09-08,support,better_offer,False
ext_0376,emp_0308,2025-09-08,support,relocation,False
ext_0377,emp_0281,2025-09-08,finance,return_to_school,False
ext_0378,emp_0286,2025-09-08,sales,relocation,False
ext_0379,emp_0026,2025-09-08,engineering,better_offer,False
ext_0380,emp_0335,2025-09-08,finance,relocation,False
ext_0381,emp_0017,2025-09-08,marketing,retirement,False
ext_0382,emp_0170,2025-09-09,marketing,better_offer,False
ext_0383,emp_0056,2025-09-09,support,relocation,False
ext_0384,emp_0083,2025-09-09,people_ops,retirement,False
ext_0385,emp_0339,2025-09-09,marketing,retirement,False
ext_0386,emp_0294,2025-09-09,marketing,relocation,False
ext_0387,emp_0234,2025-09-09,sales,career_change,False
ext_0388,emp_0048,2025-09-10,people_ops,career_change,False
ext_0389,emp_0189,2025-09-10,support,better_offer,False
ext_0390,emp_0219,2025-09-10,support,better_offer,False
ext_0391,emp_0150,2025-09-10,marketing,better_offer,False
ext_0392,emp_0169,2025-09-11,finance,retirement,False
ext_0393,emp_0108,2025-09-11,sales,retirement,False
ext_0394,emp_0030,2025-09-11,engineering,return_to_school,False
ext_0395,emp_0323,2025-09-11,sales,better_offer,False
ext_0396,emp_0248,2025-09-11,support,retirement,False
ext_0397,emp_0148,2025-09-11,sales,career_change,False
ext_0398,emp_0270,2025-09-12,marketing,retirement,False
ext_0399,emp_0182,2025-09-12,people_ops,retirement,False
ext_0400,emp_0289,2025-09-12,support,return_to_school,False
ext_0401,emp_0324,2025-09-12,marketing,relocation,False
ext_0402,emp_0313,2025-09-12,finance,career_change,False
ext_0403,emp_0100,2025-09-12,support,better_offer,True
ext_0404,emp_0321,2025-09-13,marketing,return_to_school,False
ext_0405,emp_0107,2025-09-13,people_ops,performance,False
ext_0406,emp_0212,2025-09-13,finance,career_change,True
ext_0407,emp_0287,2025-09-13,engineering,relocation,False
ext_0408,emp_0006,2025-09-13,marketing,return_to_school,False
ext_0409,emp_0145,2025-09-13,marketing,better_offer,False
ext_0410,emp_0158,2025-09-13,people_ops,retirement,False
ext_0411,emp_0004,2025-09-14,sales,career_change,False
ext_0412,emp_0175,2025-09-14,sales,retirement,False
ext_0413,emp_0316,2025-09-14,finance,relocation,False
ext_0414,emp_0100,2025-09-14,support,career_change,False
ext_0415,emp_0345,2025-09-14,marketing,performance,False
ext_0416,emp_0019,2025-09-14,finance,performance,False
ext_0417,emp_0322,2025-09-15,sales,retirement,False
ext_0418,emp_0172,2025-09-15,engineering,performance,False
ext_0419,emp_0029,2025-09-15,engineering,career_change,False
ext_0420,emp_0290,2025-09-15,marketing,career_change,False
ext_0421,emp_0285,2025-09-15,people_ops,relocation,False
ext_0422,emp_0182,2025-09-16,people_ops,relocation,True
ext_0423,emp_0144,2025-09-16,finance,career_change,False
ext_0424,emp_0193,2025-09-16,people_ops,relocation,False
ext_0425,emp_0293,2025-09-16,support,relocation,False
ext_0426,emp_0305,2025-09-16,people_ops,career_change,False
ext_0427,emp_0162,2025-09-16,finance,career_change,False
ext_0428,emp_0045,2025-09-17,engineering,relocation,False
ext_0429,emp_0191,2025-09-17,engineering,career_change,False
ext_0430,emp_0111,2025-09-17,people_ops,relocation,False
ext_0431,emp_0058,2025-09-17,people_ops,better_offer,False
ext_0432,emp_0104,2025-09-17,support,performance,False
ext_0433,emp_0260,2025-09-17,sales,performance,True
ext_0434,emp_0257,2025-09-17,support,career_change,False
ext_0435,emp_0269,2025-09-18,engineering,career_change,False
ext_0436,emp_0074,2025-09-18,people_ops,better_offer,False
ext_0437,emp_0265,2025-09-18,people_ops,relocation,False
ext_0438,emp_0106,2025-09-18,sales,performance,False
ext_0439,emp_0199,2025-09-18,sales,retirement,False
ext_0440,emp_0060,2025-09-18,people_ops,better_offer,True
ext_0441,emp_0305,2025-09-18,people_ops,career_change,False
ext_0442,emp_0024,2025-09-19,support,return_to_school,False
ext_0443,emp_0160,2025-09-19,finance,career_change,True
ext_0444,emp_0328,2025-09-19,marketing,career_change,False
ext_0445,emp_0103,2025-09-19,marketing,career_change,False
ext_0446,emp_0273,2025-09-19,engineering,performance,False
ext_0447,emp_0344,2025-09-19,engineering,relocation,False
ext_0448,emp_0081,2025-09-19,support,better_offer,False
ext_0449,emp_0106,2025-09-20,sales,retirement,False
ext_0450,emp_0164,2025-09-20,people_ops,return_to_school,False
ext_0451,emp_0146,2025-09-20,people_ops,relocation,False
ext_0452,emp_0037,2025-09-20,support,career_change,False
ext_0453,emp_0026,2025-09-21,engineering,performance,False
ext_0454,emp_0346,2025-09-21,finance,performance,True
ext_0455,emp_0028,2025-09-21,finance,performance,False
ext_0456,emp_0092,2025-09-21,finance,retirement,False
ext_0457,emp_0323,2025-09-21,sales,return_to_school,False
ext_0458,emp_0229,2025-09-21,finance,career_change,False
ext_0459,emp_0171,2025-09-21,finance,return_to_school,False
ext_0460,emp_0239,2025-09-22,marketing,better_offer,False
ext_0461,emp_0240,2025-09-22,people_ops,career_change,False
ext_0462,emp_0330,2025-09-22,engineering,performance,False
ext_0463,emp_0241,2025-09-22,finance,relocation,False
ext_0464,emp_0316,2025-09-23,finance,career_change,False
ext_0465,emp_0201,2025-09-23,engineering,return_to_school,False
ext_0466,emp_0170,2025-09-23,marketing,career_change,False
ext_0467,emp_0233,2025-09-23,support,better_offer,False
ext_0468,emp_0244,2025-09-23,finance,performance,False
ext_0469,emp_0088,2025-09-24,marketing,career_change,False
ext_0470,emp_0310,2025-09-24,finance,retirement,False
ext_0471,emp_0053,2025-09-24,people_ops,return_to_school,False
ext_0472,emp_0055,2025-09-24,engineering,return_to_school,False
ext_0473,emp_0037,2025-09-24,support,retirement,False
ext_0474,emp_0237,2025-09-24,support,performance,False
ext_0475,emp_0123,2025-09-24,marketing,retirement,False
ext_0476,emp_0247,2025-09-25,engineering,career_change,False
ext_0477,emp_0107,2025-09-25,people_ops,retirement,False
ext_0478,emp_0221,2025-09-25,finance,performance,False
ext_0479,emp_0291,2025-09-25,sales,retirement,False
ext_0480,emp_0121,2025-09-25,sales,return_to_school,False
ext_0481,emp_0294,2025-09-26,marketing,better_offer,False
ext_0482,emp_0304,2025-09-26,engineering,career_change,False
ext_0483,emp_0285,2025-09-26,people_ops,performance,False
ext_0484,emp_0091,2025-09-26,sales,performance,False
ext_0485,emp_0307,2025-09-27,sales,retirement,False
